COMM_CODE,COMM_NAME,References
010503,Kuttasat,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_BanteayMeanchey__01.03.2012.pdf
010603,Kaoh Pong Satv,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_BanteayMeanchey__01.03.2012.pdf
170716,Yeang,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SiemReap__01.03.2012.pdf
160505,Pa Tang,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_RatanakKiri__01.03.2012.pdf
170609,Sranal,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SiemReap__01.03.2012.pdf
170603,Kralanh,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SiemReap__01.03.2012.pdf
010505,Samraong,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_BanteayMeanchey__01.03.2012.pdf
170712,Reul,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SiemReap__01.03.2012.pdf
010902,Malai,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_BanteayMeanchey__01.03.2012.pdf
010906,Ta Kong,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_BanteayMeanchey__01.03.2012.pdf
010903,Ou Sampor,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_BanteayMeanchey__01.03.2012.pdf
010904,Ou Sralau,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_BanteayMeanchey__01.03.2012.pdf
010205,Koy Maeng,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_BanteayMeanchey__01.03.2012.pdf
170204,Svay Chek,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SiemReap__01.03.2012.pdf
160401,Serei Mongkol,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_RatanakKiri__01.03.2012.pdf
010901,Boeng Beng,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_BanteayMeanchey__01.03.2012.pdf
010209,Ruessei Kraok,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_BanteayMeanchey__01.03.2012.pdf
190101,Kampun,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_StungTreng__01.03.2012.pdf
190502,Chamkar Leu,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_StungTreng__01.03.2012.pdf
010404,Prasat,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_BanteayMeanchey__01.03.2012.pdf
010202,Bat Trang,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_BanteayMeanchey__01.03.2012.pdf
170701,Sasar Sdam,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SiemReap__01.03.2012.pdf
190402,Sarh Ruessei,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_StungTreng__01.03.2012.pdf
170202,Leang Dai,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SiemReap__01.03.2012.pdf
170404,Khvav,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SiemReap__01.03.2012.pdf
010213,Ta Lam,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_BanteayMeanchey__01.03.2012.pdf
190403,Preah Bat,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_StungTreng__01.03.2012.pdf
170304,Rumchek,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SiemReap__01.03.2012.pdf
170606,Sambuor,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SiemReap__01.03.2012.pdf
010201,Banteay Neang,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_BanteayMeanchey__01.03.2012.pdf
190401,Stueng Traeng,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_StungTreng__01.03.2012.pdf
160501,Chey Otdam,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_RatanakKiri__01.03.2012.pdf
010208,Rohat Tuek,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_BanteayMeanchey__01.03.2012.pdf
170707,Lvea,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SiemReap__01.03.2012.pdf
170702,Doun Kaev,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SiemReap__01.03.2012.pdf
160402,Srae Angkrong,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_RatanakKiri__01.03.2012.pdf
010212,Srah Reang,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_BanteayMeanchey__01.03.2012.pdf
190203,Kaoh Sralau,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_StungTreng__01.03.2012.pdf
170708,Mukh Paen,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SiemReap__01.03.2012.pdf
170303,Preak Dak,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SiemReap__01.03.2012.pdf
010206,Ou Prasat,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_BanteayMeanchey__01.03.2012.pdf
171301,Boeng Mealea,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SiemReap__01.03.2012.pdf
010203,Chamnaom,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_BanteayMeanchey__01.03.2012.pdf
170305,Run Ta Aek,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SiemReap__01.03.2012.pdf
171107,Khnar Pou,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SiemReap__01.03.2012.pdf
010204,Kouk Ballangk,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_BanteayMeanchey__01.03.2012.pdf
130505,Rik Reay,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreahVihear__01.03.2012.pdf
010211,Soea,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_BanteayMeanchey__01.03.2012.pdf
010210,Sambuor,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_BanteayMeanchey__01.03.2012.pdf
130511,Romtom,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreahVihear__01.03.2012.pdf
171101,Chan Sar,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SiemReap__01.03.2012.pdf
190503,Kang Cham,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_StungTreng__01.03.2012.pdf
130506,Ruos Rean,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreahVihear__01.03.2012.pdf
171108,Popel,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SiemReap__01.03.2012.pdf
130605,Ronak Ser,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreahVihear__01.03.2012.pdf
190206,Siem Bouk,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_StungTreng__01.03.2012.pdf
170710,Puok,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SiemReap__01.03.2012.pdf
171003,Kouk Chak,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SiemReap__01.03.2012.pdf
171005,Nokor Thum,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SiemReap__01.03.2012.pdf
130508,Rieb Roy,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreahVihear__01.03.2012.pdf
190202,Kaoh Sampeay,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_StungTreng__01.03.2012.pdf
170705,Khnat,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SiemReap__01.03.2012.pdf
170903,Ballangk,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SiemReap__01.03.2012.pdf
060602,Dang Kambet,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongThom__01.03.2012.pdf
130501,Robieb,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreahVihear__01.03.2012.pdf
171013,Tuek Vil,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SiemReap__01.03.2012.pdf
010207,Phnum Touch,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_BanteayMeanchey__01.03.2012.pdf
171011,Ampil,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SiemReap__01.03.2012.pdf
170713,Samraong Yea,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SiemReap__01.03.2012.pdf
170709,Pou Treay,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SiemReap__01.03.2012.pdf
170406,Kouk Thlok Leu,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SiemReap__01.03.2012.pdf
190207,Srae Krasang,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_StungTreng__01.03.2012.pdf
020404,Prey Khpos,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Battambang__01.03.2012.pdf
110203,Roya,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Mondulkiri__01.03.2012.pdf
020207,Boeng Pring,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Battambang__01.03.2012.pdf
130507,Rotanak,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreahVihear__01.03.2012.pdf
171110,Ta Yaek,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SiemReap__01.03.2012.pdf
100406,Roluos Mean Chey,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kratie__01.03.2012.pdf
170409,Pongro Leu,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SiemReap__01.03.2012.pdf
190205,Ou Ruessei Kandal,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_StungTreng__01.03.2012.pdf
130503,Rohas,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreahVihear__01.03.2012.pdf
130502,Reaksmei,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreahVihear__01.03.2012.pdf
170704,Kaev Poar,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SiemReap__01.03.2012.pdf
171010,Srangae,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SiemReap__01.03.2012.pdf
020206,Chrouy Sdau,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Battambang__01.03.2012.pdf
020506,Prey Chas,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Battambang__01.03.2012.pdf
171001,Sla Kram,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SiemReap__01.03.2012.pdf
171012,Krabei Riel,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SiemReap__01.03.2012.pdf
170902,Bakong,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SiemReap__01.03.2012.pdf
171002,Svay Dangkum,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SiemReap__01.03.2012.pdf
170905,Kantreang,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SiemReap__01.03.2012.pdf
020403,Lvea,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Battambang__01.03.2012.pdf
110202,Ou Buon Leu,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Mondulkiri__01.03.2012.pdf
020405,Ampil Pram Daeum,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Battambang__01.03.2012.pdf
100405,Ou Krieng,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kratie__01.03.2012.pdf
020202,Ta Meun,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Battambang__01.03.2012.pdf
170906,Kandaek,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SiemReap__01.03.2012.pdf
171008,Sambuor,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SiemReap__01.03.2012.pdf
171004,Sala Kamraeuk,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SiemReap__01.03.2012.pdf
020210,Rung Chrey,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Battambang__01.03.2012.pdf
130512,Romoniy,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreahVihear__01.03.2012.pdf
171006,Chreav,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SiemReap__01.03.2012.pdf
020507,Kaoh Chiveang,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Battambang__01.03.2012.pdf
020201,Ta Pung,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Battambang__01.03.2012.pdf
130504,Rung Raeung,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_PreahVihear__01.03.2012.pdf
190201,Kaoh Preah,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_StungTreng__01.03.2012.pdf
170410,Ruessei Lok,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SiemReap__01.03.2012.pdf
170908,Roluos,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SiemReap__01.03.2012.pdf
190204,Ou Mreah,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_StungTreng__01.03.2012.pdf
110201,Nang Khi Loek,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Mondulkiri__01.03.2012.pdf
170909,Trapeang Thum,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SiemReap__01.03.2012.pdf
171109,Samraong,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SiemReap__01.03.2012.pdf
020402,Khnach Romeas,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Battambang__01.03.2012.pdf
020209,Bansay Traeng,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Battambang__01.03.2012.pdf
170907,Mean Chey,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SiemReap__01.03.2012.pdf
020208,Kouk Khmum,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Battambang__01.03.2012.pdf
060404,Sa Kream,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongThom__01.03.2012.pdf
060604,Mean Ritth,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongThom__01.03.2012.pdf
171106,Khchas,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SiemReap__01.03.2012.pdf
020401,Bavel,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Battambang__01.03.2012.pdf
170904,Kampong Phluk,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SiemReap__01.03.2012.pdf
171102,Dam Daek,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SiemReap__01.03.2012.pdf
020505,Peam Aek,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Battambang__01.03.2012.pdf
020501,Preaek Norint,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Battambang__01.03.2012.pdf
060808,Popok,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongThom__01.03.2012.pdf
170411,Sangvaeuy,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SiemReap__01.03.2012.pdf
020504,Preaek Luong,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Battambang__01.03.2012.pdf
171103,Dan Run,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SiemReap__01.03.2012.pdf
171105,Kien Sangkae,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SiemReap__01.03.2012.pdf
020803,Ta Pon,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Battambang__01.03.2012.pdf
170405,Kouk Thlok Kraom,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SiemReap__01.03.2012.pdf
020406,Kdol Ta Haen,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Battambang__01.03.2012.pdf
060607,Sandan,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongThom__01.03.2012.pdf
100401,Boeng Char,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Kratie__01.03.2012.pdf
020203,Ou Ta Ki,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Battambang__01.03.2012.pdf
021205,Ta Saen,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Battambang__01.03.2012.pdf
021206,Ta Krei,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Battambang__01.03.2012.pdf
170408,Pongro Kraom,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SiemReap__01.03.2012.pdf
060402,Kraya,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongThom__01.03.2012.pdf
060606,Ngan,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_KampongThom__01.03.2012.pdf
020205,Anlong Run,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Battambang__01.03.2012.pdf
020503,Preaek Khpob,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Battambang__01.03.2012.pdf
021204,Trang,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Battambang__01.03.2012.pdf
170403,Kampong Kdei,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SiemReap__01.03.2012.pdf
171104,Kampong Khleang,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_SiemReap__01.03.2012.pdf
020306,Kdol Doun Teav,http://www.opendevelopmentcambodia.net/references/Economic_Census_of_Cambodia_2011_Battambang__01.03.2012.pdf
